,H,B,tw,tf,A,Z
d542,1000,400,16,16,28288,8616155.819
d543,1000,400,16,19,30592,9688930.475
d544,1000,400,16,22,32896,10748406.44
d545,1000,400,16,25,35200,11794666.67
d546,1000,400,16,28,37504,12827794.09
d547,1000,400,16,32,40576,14185011.88
d548,1000,400,16,36,43648,15519226.54
d549,1000,400,16,40,46720,16830634.67
d551,1000,400,19,12,28144,7629816.491
d552,1000,400,19,16,31192,9069675.435
d553,1000,400,19,19,33478,10134069.04
d554,1000,400,19,22,35764,11185267.85
d555,1000,400,19,25,38050,12223354.17
d556,1000,400,19,28,40336,13248410.28
d557,1000,400,19,32,43384,14595024.81
d558,1000,400,19,36,46432,15918815.91
d559,1000,400,19,40,49480,17219978.67
d561,1000,400,22,12,31072,8094673.579
d562,1000,400,22,16,34096,9523195.051
d563,1000,400,22,19,36364,10579207.6
d564,1000,400,22,22,38632,11622129.26
d565,1000,400,22,25,40900,12652041.67
d566,1000,400,22,28,43168,13669026.47
d567,1000,400,22,32,46192,15005037.74
d568,1000,400,22,36,49216,16318405.29
d569,1000,400,22,40,52240,17609322.67
